mun_code,mun_name,mun_name_simple,mun_id,reg_map,reg_name
3129905,"IBITIÚRA DE MINAS","IBITIURA DE MINAS",372,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3130051,"ICARAÍ DE MINAS","ICARAI DE MINAS",625,"NORTE DE MINAS","Norte de Minas"
3130101,"IGARAPÉ",IGARAPE,65,"CENTRAL MINEIRA",Central
3130200,IGARATINGA,IGARATINGA,546,"OESTE DE MINAS","Centro Oeste"
3130309,IGUATAMA,IGUATAMA,547,"OESTE DE MINAS","Centro Oeste"
3130408,IJACI,IJACI,373,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3130655,INDAIABIRA,INDAIABIRA,626,"NORTE DE MINAS","Norte de Minas"
3130705,"INDIANÓPOLIS",INDIANOPOLIS,474,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3130804,"INGAÍ",INGAI,376,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3130903,INHAPIM,INHAPIM,791,"VALE DO RIO DOCE","Rio Doce"
3131000,"INHAÚMA",INHAUMA,66,"CENTRAL MINEIRA",Central
3131109,INIMUTABA,INIMUTABA,67,"CENTRAL MINEIRA",Central
3131208,IPANEMA,IPANEMA,793,"VALE DO RIO DOCE","Rio Doce"
3131307,IPATINGA,IPATINGA,794,"VALE DO RIO DOCE","Rio Doce"
3131406,"IPIAÇU",IPIACU,475,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3131604,"IRAÍ DE MINAS","IRAI DE MINAS",503,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3131703,ITABIRA,ITABIRA,68,"CENTRAL MINEIRA",Central
3131802,ITABIRINHA,"ITABIRINHA DE MANTENA",795,"VALE DO RIO DOCE","Rio Doce"
3131901,ITABIRITO,ITABIRITO,69,"CENTRAL MINEIRA",Central
3132008,ITACAMBIRA,ITACAMBIRA,627,"NORTE DE MINAS","Norte de Minas"
3132107,ITACARAMBI,ITACARAMBI,628,"NORTE DE MINAS","Norte de Minas"
3132206,ITAGUARA,ITAGUARA,70,"CENTRAL MINEIRA",Central
3132305,"ITAIPÉ",ITAIPE,711,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3132404,"ITAJUBÁ",ITAJUBA,378,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3132503,ITAMARANDIBA,ITAMARANDIBA,712,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3132602,"ITAMARATI DE MINAS","ITAMARATI DE MINAS",210,"ZONA DA MATA",Mata
3132701,ITAMBACURI,ITAMBACURI,796,"VALE DO RIO DOCE","Rio Doce"
3132909,ITAMOGI,ITAMOGI,379,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3133006,ITAMONTE,ITAMONTE,380,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3133105,ITANHANDU,ITANHANDU,381,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3133204,ITANHOMI,ITANHOMI,797,"VALE DO RIO DOCE","Rio Doce"
3133303,ITAOBIM,ITAOBIM,713,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3133501,ITAPECERICA,ITAPECERICA,548,"OESTE DE MINAS","Centro Oeste"
3133709,"ITATIAIUÇU",ITATIAIUCU,72,"CENTRAL MINEIRA",Central
3133808,"ITAÚNA",ITAUNA,549,"OESTE DE MINAS","Centro Oeste"
3133907,ITAVERAVA,ITAVERAVA,73,"CENTRAL MINEIRA",Central
3134004,ITINGA,ITINGA,714,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3134103,ITUETA,ITUETA,798,"VALE DO RIO DOCE","Rio Doce"
3134202,ITUIUTABA,ITUIUTABA,477,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3134301,ITUMIRIM,ITUMIRIM,384,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3134400,ITURAMA,ITURAMA,478,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3134509,ITUTINGA,ITUTINGA,385,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3134608,JABOTICATUBAS,JABOTICATUBAS,74,"CENTRAL MINEIRA",Central
3134707,JACINTO,JACINTO,715,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3134806,"JACUÍ",JACUI,386,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3134905,JACUTINGA,JACUTINGA,387,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3135050,"JAÍBA",JAIBA,629,"NORTE DE MINAS","Norte de Minas"
3135100,"JANAÚBA",JANAUBA,630,"NORTE DE MINAS","Norte de Minas"
3135209,"JANUÁRIA",JANUARIA,631,"NORTE DE MINAS","Norte de Minas"
3135357,JAPONVAR,JAPONVAR,632,"NORTE DE MINAS","Norte de Minas"
3135407,JECEABA,JECEABA,75,"CENTRAL MINEIRA",Central
3135456,"JENIPAPO DE MINAS","JENIPAPO DE MINAS",716,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3135506,JEQUERI,JEQUERI,211,"ZONA DA MATA",Mata
3135605,"JEQUITAÍ",JEQUITAI,633,"NORTE DE MINAS","Norte de Minas"
3135704,"JEQUITIBÁ",JEQUITIBA,76,"CENTRAL MINEIRA",Central
3135803,JEQUITINHONHA,JEQUITINHONHA,717,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3135902,"JESUÂNIA",JESUANIA,388,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3136009,"JOAÍMA",JOAIMA,718,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3136207,"JOÃO MONLEVADE","JOAO MONLEVADE",77,"CENTRAL MINEIRA",Central
3136306,"JOÃO PINHEIRO","JOAO PINHEIRO",586,"NOROESTE DE MINAS","Noroeste de Minas"
3136405,"JOAQUIM FELÍCIO","JOAQUIM FELICIO",78,"CENTRAL MINEIRA",Central
3136504,"JORDÂNIA",JORDANIA,719,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3136553,"JOSÉ RAYDAN","JOSE RAYDAN",802,"VALE DO RIO DOCE","Rio Doce"
3136603,"NOVA UNIÃO","NOVA UNIAO",96,"CENTRAL MINEIRA",Central
3136652,JUATUBA,JUATUBA,79,"CENTRAL MINEIRA",Central
3136702,"JUIZ DE FORA","JUIZ DE FORA",212,"ZONA DA MATA",Mata
3136900,JURUAIA,JURUAIA,389,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3136959,"JUVENÍLIA",JUVENILIA,636,"NORTE DE MINAS","Norte de Minas"
3137007,LADAINHA,LADAINHA,721,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3137106,LAGAMAR,LAGAMAR,587,"NOROESTE DE MINAS","Noroeste de Minas"
3137205,"LAGOA DA PRATA","LAGOA DA PRATA",551,"OESTE DE MINAS","Centro Oeste"
3137304,"LAGOA DOS PATOS","LAGOA DOS PATOS",637,"NORTE DE MINAS","Norte de Minas"
3137403,"LAGOA DOURADA","LAGOA DOURADA",80,"CENTRAL MINEIRA",Central
3137502,"LAGOA FORMOSA","LAGOA FORMOSA",504,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3137601,"LAGOA SANTA","LAGOA SANTA",81,"CENTRAL MINEIRA",Central
3137700,LAJINHA,LAJINHA,213,"ZONA DA MATA",Mata
3137809,LAMBARI,LAMBARI,390,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3138005,LARANJAL,LARANJAL,215,"ZONA DA MATA",Mata
3138104,LASSANCE,LASSANCE,638,"NORTE DE MINAS","Norte de Minas"
3138203,LAVRAS,LAVRAS,391,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3138302,"LEANDRO FERREIRA","LEANDRO FERREIRA",552,"OESTE DE MINAS","Centro Oeste"
3138401,LEOPOLDINA,LEOPOLDINA,216,"ZONA DA MATA",Mata
3138500,LIBERDADE,LIBERDADE,392,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3138609,"LIMA DUARTE","LIMA DUARTE",217,"ZONA DA MATA",Mata
3138658,LONTRA,LONTRA,639,"NORTE DE MINAS","Norte de Minas"
3138682,"LUISLÂNDIA",LUISLANDIA,640,"NORTE DE MINAS","Norte de Minas"
3138708,"LUMINÁRIAS",LUMINARIAS,393,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3138807,LUZ,LUZ,553,"OESTE DE MINAS","Centro Oeste"
3138906,MACHACALIS,MACHACALIS,723,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3139003,MACHADO,MACHADO,394,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3139102,"MADRE DE DEUS DE MINAS","MADRE DE DEUS DE MINAS",82,"CENTRAL MINEIRA",Central
3139201,MALACACHETA,MALACACHETA,724,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3139300,MANGA,MANGA,642,"NORTE DE MINAS","Norte de Minas"
3139409,"MANHUAÇU",MANHUACU,219,"ZONA DA MATA",Mata
3139508,MANHUMIRIM,MANHUMIRIM,220,"ZONA DA MATA",Mata
3139607,MANTENA,MANTENA,803,"VALE DO RIO DOCE","Rio Doce"
3139706,MARAVILHAS,MARAVILHAS,83,"CENTRAL MINEIRA",Central
3139805,"MAR DE ESPANHA","MAR DE ESPANHA",221,"ZONA DA MATA",Mata
3139904,"MARIA DA FÉ","MARIA DA FE",395,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3140001,MARIANA,MARIANA,84,"CENTRAL MINEIRA",Central
3140100,MARILAC,MARILAC,804,"VALE DO RIO DOCE","Rio Doce"
3140209,"MARIPÁ DE MINAS","MARIPA DE MINAS",222,"ZONA DA MATA",Mata
3140308,"MARLIÉRIA",MARLIERIA,805,"VALE DO RIO DOCE","Rio Doce"
3140407,"MARMELÓPOLIS",MARMELOPOLIS,396,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3140506,"MARTINHO CAMPOS","MARTINHO CAMPOS",554,"OESTE DE MINAS","Centro Oeste"
3140605,"MATERLÂNDIA",MATERLANDIA,806,"VALE DO RIO DOCE","Rio Doce"
3140704,"MATEUS LEME","MATEUS LEME",86,"CENTRAL MINEIRA",Central
3140803,"MATIAS BARBOSA","MATIAS BARBOSA",224,"ZONA DA MATA",Mata
3140902,"MATIPÓ",MATIPO,225,"ZONA DA MATA",Mata
3141009,"MATO VERDE","MATO VERDE",644,"NORTE DE MINAS","Norte de Minas"
3141108,MATOZINHOS,MATOZINHOS,87,"CENTRAL MINEIRA",Central
3141207,MATUTINA,MATUTINA,505,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3141405,MEDINA,MEDINA,726,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3141504,"MENDES PIMENTEL","MENDES PIMENTEL",808,"VALE DO RIO DOCE","Rio Doce"
3141603,"MERCÊS",MERCES,226,"ZONA DA MATA",Mata
3141702,MESQUITA,MESQUITA,809,"VALE DO RIO DOCE","Rio Doce"
3141801,"MINAS NOVAS","MINAS NOVAS",727,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3141900,MINDURI,MINDURI,397,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3142007,MIRABELA,MIRABELA,645,"NORTE DE MINAS","Norte de Minas"
3142106,MIRADOURO,MIRADOURO,227,"ZONA DA MATA",Mata
3142205,"MIRAÍ",MIRAI,228,"ZONA DA MATA",Mata
3142254,"MIRAVÂNIA",MIRAVANIA,646,"NORTE DE MINAS","Norte de Minas"
3142304,MOEDA,MOEDA,88,"CENTRAL MINEIRA",Central
3142403,MOEMA,MOEMA,556,"OESTE DE MINAS","Centro Oeste"
3142502,MONJOLOS,MONJOLOS,89,"CENTRAL MINEIRA",Central
3142601,"MONSENHOR PAULO","MONSENHOR PAULO",398,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3142700,"MONTALVÂNIA",MONTALVANIA,647,"NORTE DE MINAS","Norte de Minas"
3142809,"MONTE ALEGRE DE MINAS","MONTE ALEGRE DE MINAS",480,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3142908,"MONTE AZUL","MONTE AZUL",648,"NORTE DE MINAS","Norte de Minas"
3143005,"MONTE BELO","MONTE BELO",399,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3143104,"MONTE CARMELO","MONTE CARMELO",506,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3143153,"MONTE FORMOSO","MONTE FORMOSO",728,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3143203,"MONTE SANTO DE MINAS","MONTE SANTO DE MINAS",400,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3143302,"MONTES CLAROS","MONTES CLAROS",649,"NORTE DE MINAS","Norte de Minas"
3143401,"MONTE SIÃO","MONTE SIAO",401,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3143450,MONTEZUMA,MONTEZUMA,650,"NORTE DE MINAS","Norte de Minas"
3143500,"MORADA NOVA DE MINAS","MORADA NOVA DE MINAS",90,"CENTRAL MINEIRA",Central
3143609,"MORRO DA GARÇA","MORRO DA GARCA",91,"CENTRAL MINEIRA",Central
3143708,"MORRO DO PILAR","MORRO DO PILAR",92,"CENTRAL MINEIRA",Central
3143807,MUNHOZ,MUNHOZ,402,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3143906,"MURIAÉ",MURIAE,229,"ZONA DA MATA",Mata
3144003,MUTUM,MUTUM,810,"VALE DO RIO DOCE","Rio Doce"
3144102,MUZAMBINHO,MUZAMBINHO,403,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3144201,"NACIP RAYDAN","NACIP RAYDAN",811,"VALE DO RIO DOCE","Rio Doce"
3144300,NANUQUE,NANUQUE,729,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3144359,NAQUE,NAQUE,812,"VALE DO RIO DOCE","Rio Doce"
3144409,"NATÉRCIA",NATERCIA,404,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3144508,NAZARENO,NAZARENO,93,"CENTRAL MINEIRA",Central
3144607,NEPOMUCENO,NEPOMUCENO,405,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3144706,"NOVA ERA","NOVA ERA",94,"CENTRAL MINEIRA",Central
3144805,"NOVA LIMA","NOVA LIMA",95,"CENTRAL MINEIRA",Central
3144904,"NOVA MÓDICA","NOVA MODICA",814,"VALE DO RIO DOCE","Rio Doce"
3145000,"NOVA PONTE","NOVA PONTE",507,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3145059,"NOVA PORTEIRINHA","NOVA PORTEIRINHA",652,"NORTE DE MINAS","Norte de Minas"
3145109,"NOVA RESENDE","NOVA RESENDE",406,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3145208,"NOVA SERRANA","NOVA SERRANA",557,"OESTE DE MINAS","Centro Oeste"
3145307,"NOVO CRUZEIRO","NOVO CRUZEIRO",730,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3145372,NOVORIZONTE,NOVORIZONTE,653,"NORTE DE MINAS","Norte de Minas"
3145406,OLARIA,OLARIA,230,"ZONA DA MATA",Mata
3145455,"OLHOS-D'ÁGUA",OLHOS-DAGUA,654,"NORTE DE MINAS","Norte de Minas"
3145505,"OLÍMPIO NORONHA","OLIMPIO NORONHA",407,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3145604,OLIVEIRA,OLIVEIRA,558,"OESTE DE MINAS","Centro Oeste"
3145703,"OLIVEIRA FORTES","OLIVEIRA FORTES",231,"ZONA DA MATA",Mata
3145802,"ONÇA DE PITANGUI","ONCA DE PITANGUI",97,"CENTRAL MINEIRA",Central
3145901,"OURO BRANCO","OURO BRANCO",98,"CENTRAL MINEIRA",Central
3146008,"OURO FINO","OURO FINO",408,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3146107,"OURO PRETO","OURO PRETO",99,"CENTRAL MINEIRA",Central
3146206,"OURO VERDE DE MINAS","OURO VERDE DE MINAS",732,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3146255,"PADRE CARVALHO","PADRE CARVALHO",655,"NORTE DE MINAS","Norte de Minas"
3146305,"PADRE PARAÍSO","PADRE PARAISO",733,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3146404,PAINEIRAS,PAINEIRAS,100,"CENTRAL MINEIRA",Central
3146602,PAIVA,PAIVA,234,"ZONA DA MATA",Mata
3146701,PALMA,PALMA,235,"ZONA DA MATA",Mata
3146750,"PALMÓPOLIS",PALMOPOLIS,734,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3146909,PAPAGAIOS,PAPAGAIOS,101,"CENTRAL MINEIRA",Central
3147006,PARACATU,PARACATU,590,"NOROESTE DE MINAS","Noroeste de Minas"
3147105,"PARÁ DE MINAS","PARA DE MINAS",102,"CENTRAL MINEIRA",Central
3147204,"PARAGUAÇU",PARAGUACU,409,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3147303,"PARAISÓPOLIS",PARAISOPOLIS,410,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3147402,PARAOPEBA,PARAOPEBA,103,"CENTRAL MINEIRA",Central
3147501,"PASSABÉM",PASSABEM,104,"CENTRAL MINEIRA",Central
3147600,"PASSA QUATRO","PASSA QUATRO",411,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3147907,PASSOS,PASSOS,413,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3148004,"PATOS DE MINAS","PATOS DE MINAS",508,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3148103,"PATROCÍNIO",PATROCINIO,509,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3148202,"PATROCÍNIO DO MURIAÉ","PATROCINIO DO MURIAE",236,"ZONA DA MATA",Mata
3148301,"PAULA CÂNDIDO","PAULA CANDIDO",237,"ZONA DA MATA",Mata
3148400,PAULISTAS,PAULISTAS,815,"VALE DO RIO DOCE","Rio Doce"
3148509,"PAVÃO",PAVAO,735,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3148608,"PEÇANHA",PECANHA,816,"VALE DO RIO DOCE","Rio Doce"
3148707,"PEDRA AZUL","PEDRA AZUL",736,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3148806,"PEDRA DO ANTA","PEDRA DO ANTA",239,"ZONA DA MATA",Mata
3148905,"PEDRA DO INDAIÁ","PEDRA DO INDAIA",561,"OESTE DE MINAS","Centro Oeste"
3149002,"PEDRA DOURADA","PEDRA DOURADA",240,"ZONA DA MATA",Mata
3149101,PEDRALVA,PEDRALVA,414,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3149150,"PEDRAS DE MARIA DA CRUZ","PEDRAS DE MARIA DA CRUZ",658,"NORTE DE MINAS","Norte de Minas"
3149309,"PEDRO LEOPOLDO","PEDRO LEOPOLDO",105,"CENTRAL MINEIRA",Central
3149408,"PEDRO TEIXEIRA","PEDRO TEIXEIRA",241,"ZONA DA MATA",Mata
3149507,PEQUERI,PEQUERI,242,"ZONA DA MATA",Mata
3149606,PEQUI,PEQUI,106,"CENTRAL MINEIRA",Central
3149705,"PERDIGÃO",PERDIGAO,562,"OESTE DE MINAS","Centro Oeste"
3149804,PERDIZES,PERDIZES,511,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3149903,"PERDÕES",PERDOES,563,"OESTE DE MINAS","Centro Oeste"
3149952,PERIQUITO,PERIQUITO,817,"VALE DO RIO DOCE","Rio Doce"
3150109,PIAU,PIAU,243,"ZONA DA MATA",Mata
3150158,"PIEDADE DE CARATINGA","PIEDADE DE CARATINGA",819,"VALE DO RIO DOCE","Rio Doce"
3150208,"PIEDADE DE PONTE NOVA","PIEDADE DE PONTE NOVA",244,"ZONA DA MATA",Mata
3150307,"PIEDADE DO RIO GRANDE","PIEDADE DO RIO GRANDE",107,"CENTRAL MINEIRA",Central
3150406,"PIEDADE DOS GERAIS","PIEDADE DOS GERAIS",108,"CENTRAL MINEIRA",Central
3150539,"PINGO-D'ÁGUA",PINGO-DAGUA,820,"VALE DO RIO DOCE","Rio Doce"
3150604,PIRACEMA,PIRACEMA,565,"OESTE DE MINAS","Centro Oeste"
3150802,PIRANGA,PIRANGA,245,"ZONA DA MATA",Mata
3151008,PIRANGUINHO,PIRANGUINHO,416,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3151107,PIRAPETINGA,PIRAPETINGA,246,"ZONA DA MATA",Mata
3151206,PIRAPORA,PIRAPORA,660,"NORTE DE MINAS","Norte de Minas"
3151305,"PIRAÚBA",PIRAUBA,247,"ZONA DA MATA",Mata
3151404,PITANGUI,PITANGUI,109,"CENTRAL MINEIRA",Central
3151503,PIUMHI,PIUMHI,566,"OESTE DE MINAS","Centro Oeste"
3151602,PLANURA,PLANURA,482,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3151701,"POÇO FUNDO","POCO FUNDO",417,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3151800,"POÇOS DE CALDAS","POCOS DE CALDAS",418,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3151909,POCRANE,POCRANE,821,"VALE DO RIO DOCE","Rio Doce"
3152006,"POMPÉU",POMPEU,110,"CENTRAL MINEIRA",Central
3145000,"NOVA PONTE","PONTE NOVA",248,"ZONA DA MATA",Mata
3152131,"PONTO CHIQUE","PONTO CHIQUE",661,"NORTE DE MINAS","Norte de Minas"
3152170,"PONTO DOS VOLANTES","PONTO DOS VOLANTES",737,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3152204,PORTEIRINHA,PORTEIRINHA,662,"NORTE DE MINAS","Norte de Minas"
3152303,"PORTO FIRME","PORTO FIRME",249,"ZONA DA MATA",Mata
3152402,"POTÉ",POTE,738,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3152501,"POUSO ALEGRE","POUSO ALEGRE",419,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3152600,"POUSO ALTO","POUSO ALTO",420,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3152709,PRADOS,PRADOS,111,"CENTRAL MINEIRA",Central
3152808,PRATA,PRATA,483,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Triângulo"
3152907,"PRATÁPOLIS",PRATAPOLIS,421,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3153004,PRATINHA,PRATINHA,512,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3153103,"PRESIDENTE BERNARDES","PRESIDENTE BERNARDES",250,"ZONA DA MATA",Mata
3153202,"PRESIDENTE JUSCELINO","PRESIDENTE JUSCELINO",112,"CENTRAL MINEIRA",Central
3153301,"PRESIDENTE KUBITSCHEK","PRESIDENTE KUBITSCHEK",113,"CENTRAL MINEIRA",Central
3153400,"PRESIDENTE OLEGÁRIO","PRESIDENTE OLEGARIO",591,"NOROESTE DE MINAS","Noroeste de Minas"
3153509,"ALTO JEQUITIBÁ","ALTO JEQUITIBA",163,"ZONA DA MATA",Mata
3153608,"PRUDENTE DE MORAIS","PRUDENTE DE MORAIS",114,"CENTRAL MINEIRA",Central
3153707,"QUARTEL GERAL","QUARTEL GERAL",567,"OESTE DE MINAS","Centro Oeste"
3153806,QUELUZITO,QUELUZITO,115,"CENTRAL MINEIRA",Central
3153905,RAPOSOS,RAPOSOS,116,"CENTRAL MINEIRA",Central
3154002,"RAUL SOARES","RAUL SOARES",251,"ZONA DA MATA",Mata
3154101,RECREIO,RECREIO,252,"ZONA DA MATA",Mata
3154150,REDUTO,REDUTO,253,"ZONA DA MATA",Mata
3154200,"RESENDE COSTA","RESENDE COSTA",117,"CENTRAL MINEIRA",Central
3154309,RESPLENDOR,RESPLENDOR,822,"VALE DO RIO DOCE","Rio Doce"
3154408,RESSAQUINHA,RESSAQUINHA,118,"CENTRAL MINEIRA",Central
3154457,RIACHINHO,RIACHINHO,663,"NORTE DE MINAS","Norte de Minas"
3154507,"RIACHO DOS MACHADOS","RIACHO DOS MACHADOS",664,"NORTE DE MINAS","Norte de Minas"
3154606,"RIBEIRÃO DAS NEVES","RIBEIRAO DAS NEVES",119,"CENTRAL MINEIRA",Central
3154705,"RIBEIRÃO VERMELHO","RIBEIRAO VERMELHO",422,"SUL/SUDOESTE DE MINAS","Sul de Minas"
3154804,"RIO ACIMA","RIO ACIMA",120,"CENTRAL MINEIRA",Central
3154903,"RIO CASCA","RIO CASCA",254,"ZONA DA MATA",Mata
3155009,"RIO DOCE","RIO DOCE",255,"ZONA DA MATA",Mata
3155108,"RIO DO PRADO","RIO DO PRADO",739,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3155207,"RIO ESPERA","RIO ESPERA",256,"ZONA DA MATA",Mata
3155306,"RIO MANSO","RIO MANSO",121,"CENTRAL MINEIRA",Central
3155405,"RIO NOVO","RIO NOVO",257,"ZONA DA MATA",Mata
3155504,"RIO PARANAÍBA","RIO PARANAIBA",513,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3155603,"RIO PARDO DE MINAS","RIO PARDO DE MINAS",665,"NORTE DE MINAS","Norte de Minas"
3155702,"RIO PIRACICABA","RIO PIRACICABA",122,"CENTRAL MINEIRA",Central
3155801,"RIO POMBA","RIO POMBA",258,"ZONA DA MATA",Mata
3155900,"RIO PRETO","RIO PRETO",259,"ZONA DA MATA",Mata
3156007,"RIO VERMELHO","RIO VERMELHO",123,"CENTRAL MINEIRA",Central
3156106,"RITÁPOLIS",RITAPOLIS,124,"CENTRAL MINEIRA",Central
3156205,"ROCHEDO DE MINAS","ROCHEDO DE MINAS",260,"ZONA DA MATA",Mata
3156304,RODEIRO,RODEIRO,261,"ZONA DA MATA",Mata
3156403,ROMARIA,ROMARIA,514,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3156452,"ROSÁRIO DA LIMEIRA","ROSARIO DA LIMEIRA",262,"ZONA DA MATA",Mata
3156502,RUBELITA,RUBELITA,666,"NORTE DE MINAS","Norte de Minas"
3156601,RUBIM,RUBIM,740,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3156700,"SABARÁ",SABARA,125,"CENTRAL MINEIRA",Central
3156809,"SABINÓPOLIS",SABINOPOLIS,823,"VALE DO RIO DOCE","Rio Doce"
3156908,SACRAMENTO,SACRAMENTO,515,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3157005,SALINAS,SALINAS,667,"NORTE DE MINAS","Norte de Minas"
3157104,"SALTO DA DIVISA","SALTO DA DIVISA",741,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3157203,"SANTA BÁRBARA","SANTA BARBARA",126,"CENTRAL MINEIRA",Central
3157278,"SANTA BÁRBARA DO MONTE VERDE","SANTA BARBARA DO MONTE VERDE",263,"ZONA DA MATA",Mata
3157302,"SANTA BÁRBARA DO TUGÚRIO","SANTA BARBARA DO TUGURIO",127,"CENTRAL MINEIRA",Central
3157336,"SANTA CRUZ DE MINAS","SANTA CRUZ DE MINAS",128,"CENTRAL MINEIRA",Central
3157401,"SANTA CRUZ DO ESCALVADO","SANTA CRUZ DO ESCALVADO",264,"ZONA DA MATA",Mata
3157500,"SANTA EFIGÊNIA DE MINAS","SANTA EFIGENIA DE MINAS",825,"VALE DO RIO DOCE","Rio Doce"
3157609,"SANTA FÉ DE MINAS","SANTA FE DE MINAS",669,"NORTE DE MINAS","Norte de Minas"
3157658,"SANTA HELENA DE MINAS","SANTA HELENA DE MINAS",742,JEQUITINHONHA,"Jequitinhonha / Mucuri"
3157708,"SANTA JULIANA","SANTA JULIANA",516,"TRIÂNGULO MINEIRO/ALTO PARANAÍBA","Alto Paranaíba"
3157807,"SANTA LUZIA","SANTA LUZIA",129,"CENTRAL MINEIRA",Central
